id,bqaffp_90_2.0
CHEMBL118946,10111000101111000101010100111001111010100111111101111110010101000010000010011000101010111101100111011111011110000110101011110100011010110100100110001111110111101101111011101110111101110110110111100001101011110111111011001101101111011101111110110110011101011111111110111110101101011001100111110010011111111101011001101100001110011011111010110101010111101011100101111101101111011111111010110010111001110110111111011100111100001000001011111110
CHEMBL268130,10110000100011010101110011100101111101000110101111110111000111100010010100110000110011111101100111010110011010001110100001110101011110001101110100001111010111111101001010000110101100110111010111110011000010010111001101011101101101001111101100111100101111011111111100101110110010011000000110010011011110101101111001101100101101110111111100010110011110101011101101111000111111101111111101010110111001111010111001010110111100010000101101110100
CHEMBL1801955,11111101101111010111011110111101111110111111111111111011011111110110111111110000111110011111110111111111011111011111101011111111111111011100110111101111110111111111011111001111110101110111011111110101111111111111111101111110101111101011111111010110011101111111111111101110110111011010111111110111001111111001111101111101011111011111111111110111001111111011110101111101111111011111011001111011111001111110101111111011111000000100111111111110
CHEMBL1801952,11111101101111010111111111111111111110111111111111111011011111110111110111110000111110111111110111111111011111010111101111111111111111011100110111111111110111111111011111001111110101110111111111111101110101111111111101111100101111001011111111111110011111111111111111101110111111011010111111111011001111101001111101111101011111111111111111110111001111111011100101111111111111011111011001111011111001111110111111111001111100001100111011111100
CHEMBL1801953,11111101101111010111011110111111101110111111111111111011011111110111110111110000111110011111110111111111011111010111101111111111111101011100110101111111100111111111011011000111110101110111110111110101111111111111011101111110101111101111111111111110011101110111111111101110110111011010111111110111001111111001111100111101011111011111111111110111001111111011110101111101111111011110011001111011111001111110111111111011111100001100111111111110
CHEMBL432718,01111111100011100111111011110111011111110101011101000111111111110111110010110110101111011111100111011010011111001100100011110110011010001101010111000111110111101111110011001110110000110111110111110001110011110111111111110001111101101101111101110110010111011111111011111110100000011010101111110011001110111101111101011110100111111111111011110110011111101101000101111101111101111110111010111010111011010110111101111110111100011100001111101000
CHEMBL480291,10111011110101011101111011111111111111101110111101111111111011111111100100110001101111011111110001110111011111100000101111110111111111111111111111111111110111111111110111001011111110111101011111110011111111111111011111011111111111111110101111111110011111111111111111001101111111110011110111101011101111111001111101111111001101111011111011110111001111111111111101111101111111011110111110010011111111110110111111111001111100011011111111110110
CHEMBL112573,00110101111011010101010111100101011110001111111101111100000111110001001110110000101000010110001111010110011010001110101001100100011111100101111101101101110111111101011010100110110000010111110111110100101010011111111111011001101101001101111110010111001111011111010100011111110100110000100111010011011110101101011001001101111111101101111110110111011100101001101100111000111111011110011000111010111001110010101101010011110100011000011111100100
CHEMBL76644,00111011101111010101110111111111111110100011111111111110111111101011111111110110111011111111100111111111111111011100101111111100101111011110011110001111110110111111111111101011110100110111111111110111101010110111011101011101111111101011111110100111011111111111111110110101111111011111001111110011011100011111111101101111000111101111101111111101010111111111101100111101111111111111111111011011111111110110101111111101111100011100011110100100
CHEMBL107832,00111011101111011111110111110011111011110010111101101111111111111011010011110111111011111110000110111110011110010111101111011100101111000100001110001111101110111101011011100011110100100111110111100101100010010111011001011101111111111011111110100111011111111111111110110111111011111001101111110011011111110111011001111111001110111111111011110101001111111011101100111101111111011111111111010011111111110111101111111111111100011000001111101110
CHEMBL125750,11111001111111101111111110111001111011100011111001100110001111110011110010110100111010110111010111111110111111011010101111010110111011111101110111001100010111111111111011101110111101110001110111100011110001011011011111011100101111001011111110100010011111111111110111111110110101011010100111011111011110101101011001111101111111011111111010110110110110111111101101111101111011101110111001111010111001110110101111111111111100011000011101110010
CHEMBL3263893,00110101111111111101110111111111011110110111111111111111001111111010011110110011111111111111010110010110011111010110101111111111111111011101010101011111010111111101111111011110110110110111111011100010101001111011011101011110101111111111111110111111011111011111111111111110011110011110111111010011111111101001111101001111111101111111111011110111111110100111010101111101111111101101111111011010111011110110111111110001111100011101111100110100
CHEMBL3263892,10110100111111111101110111110101111110110111111111011111101111111010011110110011111111111111010110010110111111110100101111111101111111111001010111011110010111111101111110011111110110111101111011101011101101111111011101111100111111101111111111111111011111011111111101111111011110011111110111011111111111101001111101011111111101111111111011110111011110101111110101111101111111101101111111011011111011110110111111111001110100010000011111110100
