id,bqaffp_90_2.0
CHEMBL161906,11111101111111110111111111110111111111101111111111111111101111111111110000110110111111011101110011110110111111111110101111110101111111111110111111111110110111111111110110111111110110010111110111101001101101111011001011111110101111101101111110110110011111111111101110110111110101010111111111100111011111101001111101111101111111111111111010000111011110101011000111111101111111111111111111010010111011110110111111111011111100011100111111111110
CHEMBL455340,01011011111111010111110110101101011011110100111100001111111111100111101000100110101000110111100111010110011111011110100011010100111010000100110100011111100111110001001010001010110100110100111101100011000001011111001101011000101101010101101110011100010110111111101001001100110011001010100110000001001100100101111011011100001101011111111100010111010110001011100100111001111110111110111000110010111011110010111101011101111100011100001011101100
CHEMBL1795679,11011011101001010101111111101111011111100111111111001101011111110111010001010000101111011111100011110010011111011011100111011111111011011110110110001111110111011111010010000010110100110111011111110011100011110111101111011100101101101010101111010100001111111101101000101111011001011111101111100011001111101101111001011101101101011101101010010111000110101001001100111001111111111110011011110011111011110010111111010001111100000100010001110110
CHEMBL1795678,11011001101101010111111111111111011111100111111111101101011111110111010001011010101110011111100011110010011111011011100011011111111111011101110111011111111111011111110111001010110101110111111111110011100011110111101111111101101101011010111111010100001111111101101000101111001001011111101111110011001111101101111001011111111111011101111010110111001110101001001100111101111111111110011011110011111011110110111111011001111100000101011111110110
CHEMBL1795673,10011111101100001101111111101111011111100110111001001111111001110111111010111010101010111110100011010010011111010011101010110111001111011101110110001111110111110101110111001011110101101111110111110001101011100111111111001101101111011010111110010100001111011101101110111010111101011111100111110111001111101101101001111101111111011111111010110110011110111001101101111101111111110110011110010010111101110110111111010011111100001100011111111110
CHEMBL1795672,10011001101100001111111111101111011111100111010011001111111001110111111010100010111010111111100011011110111111010110100110010111101111011101110110001111011111111101010111011011110100100111110111110011101011110111111111001101101111011010111110010110001111011101101110101010010101011111100111100011001110101101111001001100111101011111111010110110011110101111101101111101111111011010011110010011111101110010111111010001111100001100011111110110
CHEMBL1795671,10011011101100000101111111111111011111100111111001001111111001110111111000110010101010111111100011011110011111010110101010110111001111011101110110001111110111111101110111001011110100100111110111110001101011110111111111001101101111011011111110010110001111011101101010111010111101011011100111110111001111101101101001101101111111011111111010110110011110100011101100111101111111010110011110010010111101110110111111010001111100001100011011110110
CHEMBL1795670,10011101101100000101111111101111011111100101011000101111111001110101110010111010111010111111100011011110011111010011101010110101101111001101110110001111111111111101111111001011110100101111110111110001101011100111011111001101101111011000111110000110001111011101101110011010111001011011100111110101001111101101101001111100111111011111111010110110010110101111101101111101111111010110011110010011111101110110101111010101110100000100011111111110
CHEMBL1795677,11011001100100010101111111111111011111100101111100001111011111111101000000110000111110011111100011110010011111011111101011111101111110000101110110001111111111111101111111000110110101110111110111110001101010111111011111111001101111001000111101000110000111011101101010001111101001111111101111110001001110111101111001111100111111011111111010110111010110111011101100111100111111010110011011110011111101110010101111010100110100000101000111110110
CHEMBL1795676,11011111100001010101111111111111011111100111111111001111011111110111000001010000101111011111100011110010011111011011101111011101111111011100110110001111110111111101011110010110110100110111010111110011100011111111101101011000101101101010101101010100000111111101101010100101011001111111100111100011001110111101111011111101110111111111111010010111000110111001001101111101110111111110011011110011111101110010111111010000110100001100000001100110
CHEMBL1795675,11011001100101010111111111111111011111100111111101001111011111110111000001010010101110011111100011110010011111011111100011011101111111011101110111001111111111111101111111001110110101110111110111110011101011111111111111011000101101001010111101010100000111111101101010101111011001111111101111110011001110111101111001111101111111111111111010110111001110111101001101111101110111111110011011110011111001110010111111011100110100001101000111110110
CHEMBL1795674,00011101101101000101010111110011011111100111111001101111110001110011110010010010101011111111100011011110011111010010101000110111101110010101110110001111110111111101110111011011110100111111110111110001101001100111111111001101101111011011101110010110001111011101101110101010110101011011000111110111001111101101101001011101111111011111111010110110011110111111101101111101111111110010011110010011111101110110111111010001111100001100011111111110
CHEMBL329806,00010000101100010100010100010101001110000000101100000000100111000000000000100011000010011100100111010010010010000010000011000001101000000100011101000110010111100101000101000010010000100101001111110000101000011011000001010100101101000001001100000100000011001001101000111110110001001000000011001000000111101001101001010100011101001111111010010110000110001101000100111101101011000110111110010110111001100110101001000100110100000000001001100100
