id,bqaffp_90_2.0
CHEMBL1922095,10011111101011001111111011110101111110101111011111110010010101111111110000110111101000110101100111010010011011011100001110110100111010001100100101011110010111111001000111110111111000110111110101100100101001101111101101011101101101100001101010011110010111111111111100101000110011011000101111110000001111101101111101001101011101110111111010110110111100101001001101111000100111011110011010110010111001110010111111011111111100011000111010101110
CHEMBL1922094,10011101101011001111110011110101111110101111011101111010110101110111110000110111101000111101000111010010111011011100001110110100011010001100110101111100010111111001110011111111111000110111110101101100100001101111101101011101111101101011111010011111010111111111111100101000100011111000101111010000001111101101111101101101111101110011111010110111111100101001001101111000101111001110111010110010111001110010111111011111111100011000111110101110
CHEMBL1830541,01110110111110000101110101010111011010100001111100011111011111110111100100110001101001011011110111110011011111011101101110010110011110001110110111001111110111111101010011101010110100010101111111110111101100100111101111110000101111011010111110011111011110111101110110011001111001010011101111111011111111111001001001111100111111111111111110111111000111110011101100111101111111011110111011111010111001110110101101111011110100110000011111111110
CHEMBL1830540,11111111111111010111111111110101011110111111101001110101111111110111101110110011101111010111110111011010111111111111101111010111111110001100010111101111100111111001010111111010110000110111111011110101100110101111111111010001111101011111111110010111010110011101110001011100111010011111101111111111111111111001111001111100111101111101111110111110010110101111101101111001111111111111111011110110101011110110111101011111110100010100101110111110
CHEMBL363067,11111111111111011111111011111111101110101111111111111111111101110111110111111001101111101111100111110111111111111011101111110111111111111110111110010111110111111111111111111111111101110111011111110011111100111111111111111111111111111111111111111111111111011111111101111111111111111110101111001111111111111101111101111111111111111111110011111111011110100101111101111101111111111111111111111110011011111110111111111101111100011110111111111110
CHEMBL1922090,10011111101011001111110011110101111110101101011111111010110001111111110000110111101000110101100111010010011011011100101110110100111010001100110100011110010111111001110111111111110000110111110101101001101001101111101101010101111101100010101010011110010111111111111100101000110011111000101111010000001111101101111101101101111101111111111010110111011100101001001101111000101111101110011010110010111001110010111111111111111100011000111110100110
CHEMBL3104828,11111111111111111111111011101111111111111111111111111111110111110111110110110011101111111101100111110110111011011101100101001101011111111110110110000111110111111101010011110011110010110101110011111111110110110011011011011111111101111110101111011111011101011101111101111111110111011111111111010110001111111001111001111110111101101111111110111111011110001101110100111111111111111100111111011110111011111110111101011101111100011010011111110110
CHEMBL85538,11111011100111011011111111111111111110100101111111111111111111110111100110111011111111111111110111111111111111001111101111011111111101011110111111101111110111101111101111011000111100110111010111111011101011101111111111111111101111110010111111110111111111111111111101101111111111111111101111111111001110111101111001111110011101011111111011110111001111111101111101111101111111111110111010111011111011110010111111111011111100011111001111111110
CHEMBL442636,10111000101001100100110111110101101110111101111101101111110011100001000000100010111011010111000011110010111110010000101111010110011110001011100101001110100111111101010110000111010000110101010111110001101001111111101111010100101101010001101110001110011111111101111000101111110100011010110111000111011010101101011001101100101101110011111010110101010111010111100100111000110111101110111110011110011001010010111101111011110100001100011110101100
CHEMBL3108940,00110010101101100101010101110101001110000011101001011100110101110010100010110000100000011111100011010010011010011010100011010001101000001100111011000111010111100111000011101001110000100011011111100001111000110011011001011100101101001010111110011100010100011100111100001001100000010000100111000000011110101001111001101100100111000001110011110111011110110101100100111000101111001110111010111110111001110010111011011110111100010000011011101010
CHEMBL463787,11111011101101111111111111111111011110111111111111111011101111111011111011111011111111110111110101110110111110010011101111111111111111001111110111111111110111111101111100000111110111110011010111110001101111111111111101111111111111100111111100110011110111011101111110011010110111011111110111011011111111101001111101111100101101111111111011010111011111110111101101111001111111111110111111011111111111110000101101110011111000111111011111100100
CHEMBL225519,11011111111111111111111111111111111110111101111111111111110111110111111110001010111110111111110111111110111111111111100111111110111111110110011111110111110111111101011111011111111101010111111111111011101011101111111111111110101111111011111111111111111111111111111110111101111100111011111111101111111111011001111101111101111111011111111011110111111111111111101111111101111111111010111111011111111111110111111101111101111101001111111110100110
CHEMBL1083651,10011001101110000101100110110101111011101000111000101011110111100000000010110001101011010010010111110010011110010110001001011110011111111100111111001010110011111101110010001011010101110111111111100101111000111011101111011100101111011010111110010101000101011111101101001110110011011000110111000101001110101001111001011110001111011111111010110111001110101101000100111101110011001110011010111010111011110110111101111111110100110100111101100010
CHEMBL1083650,10010001101110001111001110110101111011111000111000101111010111110000000010110001101010010010010110110110011110010110101101111111011111100100111111001010110111111101110111010011110100110101110111100101111000111011101111111100101111111010111110010101000101011111101101100110111011011000110111010101001111111011111001110111011111001111111110110111001110001111000100111101110011011110011010111011111011110110101101111111110100110100111001100110
CHEMBL602941,11111011101111111011111111111111101110111111111111011111101111100011110011101011101110011001110011111010111111110010101111111111111111011111111101101111100111101111111111000111110101110110110111110111101111111111111111010101101111111101111111111111111101110111011100111111010111111111110111001111111111111101111101111100111101111111111010110101011110101111100111111001110111111110111111011111111101110110111101011001111100011110011111111110
CHEMBL253178,11011001111011111111111111110111111111100001111111111111111111111011110110111111101110011111110111111110111111001111101111111111111110111111011101001101100111111101010111100110111100110111111111111011101111101111111111011111101111111111101111111110011111011111111111111111111011111110100111010011101110111101011001111111111101011111111010111111111111111111000111111101111111111110111101011110111011110010111101111110111100001101011111111110
CHEMBL1083495,11111111101111011101011101101101111110101110111101111111011111110010100000100111101010110100000101110110010101011100101111111111111111000110010110101110011111111101110111100110010111110111000111101100101000011111111111011100111111001001111111111110010111011111101100111101111110010010110011010011001101110001111001111100001100111111111101010111001110101111111100111101111111011101111110011010011101110110111101111111111100010100001010100000
CHEMBL3104827,11111111111111111111111011101111111111111111111111111111110111110111110110110011101111111101100111110110111011011101100101001101011111111110110110000111110111111101010011110011110010110101110011111111110110110011011011011111111101111110101111011111011101011101111101111111110111011111111111010110001111111001111001111110111101101111111110111111011110001101110100111111111111111100111111011110111011111110111101011101111100011010011111110110
